Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
25425,0.35,Very Good,G,IF,62.1,54.0,4.53,4.57,2.82,892
26812,0.36,Premium,J,SI1,61.3,60.0,4.52,4.59,2.79,421
21819,0.52,Ideal,F,VS1,61.2,57.0,5.16,5.2,3.17,1778
13701,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,5322
22179,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,12271
22025,1.51,Fair,I,VS2,64.6,58.0,7.19,7.15,4.63,8287
12118,1.31,Very Good,H,SI2,61.7,59.0,6.96,7.01,4.31,6263
14879,0.53,Ideal,E,VS2,61.9,56.0,5.19,5.21,3.22,1721
14425,0.3,Ideal,F,VS2,62.3,58.0,4.26,4.23,2.64,569
6906,0.42,Very Good,E,SI1,62.5,55.0,4.8,4.83,3.01,773
3349,1.34,Very Good,H,SI1,61.6,59.0,7.04,7.09,4.35,7655
26215,0.31,Premium,G,VS2,61.2,58.0,4.32,4.37,2.66,544
7851,0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,3376
26122,0.5,Premium,E,VS2,62.3,60.0,5.09,5.05,3.16,1746
11938,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2703
13091,0.5,Ideal,E,SI1,61.9,55.0,5.18,5.12,3.19,1409
9694,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,567
5465,1.2,Premium,F,VS2,62.8,59.0,6.78,6.69,4.23,8964
7387,0.32,Ideal,H,VS1,61.1,56.0,4.46,4.44,2.72,720
4699,0.32,Ideal,D,VS2,61.6,56.0,4.37,4.4,2.7,758
4869,2.02,Very Good,I,VS2,63.2,53.0,8.09,8.18,5.14,16179
17769,0.41,Good,F,I1,63.8,57.0,4.69,4.72,3.0,503
761,0.35,Ideal,J,VVS1,62.1,53.0,4.53,4.55,2.82,540
13863,1.03,Very Good,G,SI2,61.4,54.0,6.52,6.57,4.02,4466
15559,2.07,Premium,E,SI2,61.4,58.0,8.24,8.19,5.04,13786
4310,1.19,Premium,J,SI1,63.0,54.0,6.82,6.74,4.27,4498
11335,0.71,Premium,F,SI2,62.6,59.0,5.64,5.6,3.52,2072
21065,0.51,Very Good,D,VS1,63.1,58.0,5.05,5.1,3.2,1838
15986,1.14,Ideal,H,VS2,62.6,56.0,6.68,6.65,4.17,6095
8817,0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,2919
813,1.04,Ideal,G,VVS2,61.7,56.0,6.5,6.54,4.02,9465
18542,1.01,Very Good,F,VS2,60.5,59.0,6.51,6.54,3.95,6944
13076,1.01,Premium,F,SI2,62.8,57.0,6.31,6.24,3.94,4137
8057,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27,1091
22290,0.91,Very Good,I,SI1,62.8,57.0,6.09,6.18,3.85,3703
5974,1.1,Ideal,G,VS2,62.5,54.0,6.59,6.62,4.12,7074
15993,2.08,Ideal,J,IF,61.0,55.0,8.32,8.25,5.05,17986
12657,0.7,Very Good,H,SI1,63.0,55.0,5.59,5.64,3.54,2048
8601,1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,5345
5109,1.5,Very Good,E,SI2,63.5,60.0,7.19,7.12,4.54,6300
26421,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,1017
12153,0.41,Ideal,H,VS2,,56.0,4.77,4.79,2.95,1163
1672,0.59,Premium,E,VS2,59.1,61.0,5.61,5.53,3.29,1641
21755,0.41,Ideal,F,VS1,60.6,57.0,4.84,4.79,2.92,1076
1383,1.29,Ideal,J,SI1,61.6,57.0,7.0,7.06,4.33,5237
15355,0.27,Ideal,G,VS2,61.5,55.0,4.18,4.21,2.58,490
11783,0.53,Good,D,SI1,63.8,56.0,5.16,5.12,3.28,1636
3314,1.0,Premium,E,VS2,60.0,60.0,6.43,6.43,3.89,6720
21702,1.0,Premium,G,SI1,61.9,62.0,6.22,6.18,3.84,5154
9054,0.3,Ideal,G,IF,61.4,57.0,4.37,4.33,2.67,956
19114,0.3,Ideal,D,SI1,61.9,55.0,4.32,4.34,2.68,524
23457,0.4,Ideal,H,VS2,61.4,55.0,4.76,4.78,2.93,725
9640,1.01,Premium,G,VS2,62.1,60.0,6.37,6.35,3.95,5946
17651,0.32,Very Good,E,VVS2,62.4,56.0,4.34,4.38,2.72,744
7352,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
24198,0.9,Very Good,G,SI1,62.0,61.0,6.07,6.13,3.78,3734
2540,0.32,Ideal,D,VVS2,62.0,55.0,4.39,4.41,2.73,867
24975,1.03,Very Good,F,VVS2,61.5,55.0,6.48,6.57,4.01,8998
20126,0.33,Ideal,I,VS2,62.3,54.0,4.45,4.48,2.78,480
22650,0.72,Ideal,I,VVS2,62.4,53.0,5.75,5.78,3.6,2340
6091,0.31,Ideal,F,IF,60.2,57.0,4.38,4.44,2.65,1155
26618,0.6,Very Good,E,VS1,60.9,58.0,5.43,5.48,3.32,2112
18031,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65,645
19730,0.63,Very Good,G,VS1,63.1,58.0,5.42,5.46,3.43,2157
20291,0.34,Ideal,E,IF,62.0,56.0,4.5,4.47,2.78,1243
14718,0.55,Ideal,E,VS1,62.0,56.0,5.24,5.27,3.26,2001
12192,1.67,Very Good,G,VVS2,61.6,57.0,7.61,7.69,4.71,17028
23415,1.13,Ideal,G,VS2,61.6,57.0,6.68,6.7,4.12,7159
7334,0.44,Good,D,VS2,60.6,64.0,4.97,4.89,2.99,1238
18012,0.38,Ideal,F,VS1,62.8,56.0,4.64,4.59,2.9,998
20651,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,3399
21846,0.3,Ideal,H,VVS2,62.2,57.0,4.29,4.26,2.66,776
25886,1.0,Good,E,SI2,62.1,61.0,6.36,6.4,3.96,4307
2369,0.5,Very Good,D,SI1,58.9,61.0,5.16,5.19,3.05,1436
15495,0.43,Premium,F,SI1,60.6,59.0,4.87,4.84,2.94,1016
15469,0.38,Very Good,D,VS2,60.9,58.0,4.63,4.67,2.83,933
13027,0.74,Ideal,I,VS1,60.7,56.0,5.86,5.9,3.57,2631
19534,1.51,Very Good,G,SI2,63.1,58.0,7.23,7.19,4.55,7154
6647,0.23,Very Good,E,VVS2,61.1,58.0,3.93,3.99,2.42,505
14889,0.7,Premium,F,SI1,62.6,55.0,5.65,4.5,3.0,2184
25575,1.05,Premium,G,SI2,60.1,60.0,6.66,6.58,3.98,3898
16729,1.72,Premium,H,SI1,61.4,59.0,7.64,7.71,4.71,12880
3318,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
11034,0.41,Ideal,J,VS2,62.2,54.4,4.72,4.75,2.95,637
17606,1.15,Premium,D,SI1,63.0,57.0,6.69,6.64,4.2,6942
21438,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1400
26793,1.21,Ideal,E,SI1,62.1,56.0,6.83,6.88,4.26,7955
17539,2.15,Premium,J,SI1,62.4,60.0,8.24,8.18,5.12,13746
26636,0.53,Very Good,G,SI1,62.5,55.0,5.12,5.24,3.24,1267
13058,0.3,Very Good,G,IF,62.8,57.0,4.27,4.3,2.69,895
22930,0.4,Premium,D,SI1,61.1,58.0,4.74,4.75,2.9,772
17359,0.42,Ideal,G,VS1,61.3,57.0,4.78,4.81,2.94,921
10060,0.46,Good,F,VVS1,66.5,55.0,4.77,4.82,3.19,1307
13180,0.7,Very Good,E,VS1,63.4,60.0,5.63,5.66,3.58,3068
8366,0.3,Premium,G,VS1,60.0,60.0,4.33,4.3,2.59,776
5033,0.27,Ideal,F,VS2,61.8,53.0,4.18,4.2,2.59,583
1624,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7803
9576,1.0,Very Good,J,SI2,62.8,54.0,6.35,6.43,4.01,3991
22498,2.19,Very Good,I,SI1,60.7,60.0,8.46,8.4,5.12,16397
2810,1.01,Ideal,G,SI2,59.3,60.0,6.54,6.58,3.89,4556
6599,0.55,Ideal,E,VS2,62.5,56.0,5.26,5.23,3.28,2030
2089,1.01,Very Good,D,VVS1,62.8,57.0,6.36,6.41,4.01,13312
7218,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,863
20327,0.31,Ideal,G,IF,62.3,56.0,4.34,4.36,2.71,871
21056,0.9,Premium,F,SI2,60.1,59.0,6.31,6.24,3.77,3704
5035,0.32,Ideal,F,IF,60.9,57.0,4.42,4.45,2.7,943
20871,1.41,Ideal,J,SI1,62.3,55.0,7.18,7.21,4.48,6889
16915,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,4704
8723,0.9,Very Good,I,SI1,63.5,59.0,6.1,6.05,3.86,3121
6685,1.01,Ideal,G,VS2,60.4,61.0,6.45,6.5,3.91,6132
16600,1.51,Good,G,VS2,63.3,60.0,7.2,7.28,4.58,12756
7129,0.57,Premium,F,VS2,60.3,58.0,5.4,5.44,3.27,1754
15439,0.31,Ideal,G,VS2,62.2,53.0,4.37,4.38,2.72,562
9311,0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98,737
4469,0.32,Very Good,D,SI1,63.2,54.0,4.38,4.36,2.76,756
23859,0.35,Ideal,E,VVS1,61.8,56.0,4.53,4.5,2.79,967
18297,0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2840
19251,1.0,Premium,H,SI2,61.3,57.0,6.45,6.4,3.94,3584
9670,0.31,Ideal,G,VVS1,61.9,55.0,4.38,4.41,2.72,789
2803,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64,544
24024,0.39,Ideal,J,VS2,61.2,56.0,4.71,4.74,2.89,642
4765,2.03,Very Good,G,SI1,60.1,60.0,8.09,8.18,4.89,18630
6367,0.51,Ideal,G,VVS2,61.8,56.0,5.16,5.1,3.17,1974
24778,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,619
25062,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,10473
3201,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
14310,0.31,Premium,G,VS1,61.2,59.0,4.37,4.35,2.67,802
13315,0.57,Fair,E,SI1,64.6,59.0,5.22,5.18,3.36,1383
22893,0.91,Premium,J,SI1,62.8,59.0,6.19,6.14,3.87,2905
15412,1.2,Fair,I,SI1,66.2,59.0,6.55,6.47,4.31,4368
19724,1.05,Ideal,G,IF,62.5,56.0,6.52,6.48,4.06,9012
5933,0.7,Fair,F,SI2,58.2,66.0,5.77,5.74,3.35,1920
13018,0.4,Very Good,D,SI2,63.4,56.0,4.73,4.67,2.98,855
13428,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6180
22950,0.56,Premium,D,VS2,61.5,58.0,5.28,5.33,3.26,1910
11483,0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94,3145
17514,0.8,Very Good,G,SI1,62.9,56.0,5.88,5.95,3.72,3070
16382,1.28,Premium,G,VS2,61.6,58.0,7.02,6.98,4.31,8874
1686,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,1000
3080,1.39,Ideal,E,VS2,60.8,57.0,7.24,7.21,4.39,11726
16868,0.72,Ideal,I,VS2,62.2,56.0,5.69,5.75,3.56,2511
10096,0.4,Premium,D,VS1,62.1,58.0,4.7,4.73,2.93,1123
25668,1.01,Premium,G,SI1,63.0,60.0,6.34,6.3,3.98,4118
8807,0.3,Ideal,H,IF,61.8,55.0,4.31,4.3,2.66,1013
19631,1.21,Premium,I,VS2,62.2,59.0,6.79,6.85,4.24,5502
8987,1.0,Good,E,VS1,60.1,63.0,6.42,6.45,3.87,7556
21389,1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
15694,0.31,Good,E,SI1,63.9,56.0,4.31,4.27,2.74,698
7290,0.24,Very Good,E,VVS1,63.1,55.0,3.96,4.0,2.51,485
4980,0.9,Premium,D,SI2,63.0,58.0,6.16,6.12,3.87,3473
9330,0.6,Premium,E,VS2,62.7,58.0,5.34,5.37,3.36,1819
17370,0.72,Ideal,H,VS2,61.7,57.0,5.74,5.77,3.55,2594
4865,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,625
13178,0.52,Ideal,H,SI1,62.3,54.0,5.15,5.18,3.22,1074
7085,1.57,Ideal,J,SI1,62.0,55.6,7.43,7.47,4.62,8035
21832,0.53,Ideal,G,VVS2,62.1,54.0,5.18,5.22,3.23,1893
3231,0.7,Premium,E,VS2,59.5,59.0,5.82,5.77,3.45,2862
3159,1.25,Premium,J,VS2,62.2,59.0,6.86,6.88,4.27,5299
74,0.7,Premium,E,VS1,58.4,59.0,5.91,5.83,3.43,2854
15911,0.41,Ideal,H,VS2,60.7,55.0,4.83,4.86,2.94,1163
7427,0.72,Very Good,J,VS1,64.0,57.0,5.67,5.71,3.64,2066
5927,0.3,Ideal,H,VVS2,,55.0,4.28,4.25,2.67,776
23645,0.48,Very Good,D,VVS2,59.5,57.0,5.16,5.12,3.06,2329
22270,1.09,Ideal,G,VVS2,61.2,57.0,6.62,6.66,4.06,8295
4118,1.62,Premium,H,SI1,62.2,58.0,7.5,7.46,4.65,11455
15597,0.79,Ideal,E,SI1,61.6,55.0,5.94,6.04,3.69,3715
25750,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,1682
22337,0.3,Premium,E,VS2,59.1,58.0,4.39,4.37,2.59,844
20167,0.35,Ideal,G,IF,61.4,55.0,4.59,4.56,2.81,1116
4413,0.44,Ideal,E,SI1,61.1,56.0,4.9,4.92,3.0,810
9241,0.5,Ideal,E,VS2,,55.0,5.19,5.16,3.15,1768
18377,0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,3267
19388,0.4,Ideal,I,VVS2,61.9,56.4,4.72,4.74,2.93,728
14706,0.34,Very Good,F,VS2,61.5,58.2,4.49,4.51,2.77,730
3476,1.0,Good,H,SI2,59.0,61.0,6.42,6.46,3.8,3991
303,0.52,Very Good,E,VS1,59.1,58.0,5.31,5.38,3.16,1875
25837,0.58,Fair,G,VS1,64.7,60.0,5.23,5.28,3.41,1701
15663,0.47,Very Good,I,VS2,63.2,56.0,4.92,4.98,3.13,935
6564,1.01,Good,G,VS2,63.9,54.0,6.37,6.31,4.05,5701
15012,0.38,Ideal,F,IF,60.7,57.0,4.69,4.73,2.86,1212
12365,0.62,Fair,J,SI1,65.4,59.0,5.39,5.28,3.49,1101
19086,0.32,Ideal,E,VVS1,62.3,54.0,4.37,4.4,2.73,917
8974,1.51,Premium,G,SI1,60.6,60.0,7.45,7.41,4.5,10267
5071,0.33,Ideal,G,VS2,62.8,54.0,4.42,4.4,2.77,743
20271,0.57,Very Good,E,VS2,62.1,59.0,5.29,5.27,3.28,1807
20950,0.7,Very Good,G,VS2,61.8,55.0,5.69,5.74,3.53,3026
8867,0.33,Premium,G,VVS1,60.4,59.0,4.47,4.44,2.69,1114
19220,0.5,Good,G,VS1,59.8,63.0,5.12,5.15,3.07,1645
5635,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,3777
13713,1.6,Ideal,F,SI2,61.7,56.0,7.5,7.53,4.64,10472
3907,0.29,Ideal,I,VS1,61.7,56.0,4.22,4.27,2.62,444
7691,1.24,Very Good,I,VS2,60.0,58.0,6.98,7.03,4.2,6134
23965,1.5,Good,G,SI2,63.1,57.0,7.25,7.29,4.59,9116
18615,0.75,Very Good,D,SI1,63.9,56.0,5.73,5.75,3.67,3085
18313,2.01,Premium,F,SI2,59.5,59.0,8.24,8.15,4.88,15841
3433,1.09,Ideal,F,VS2,60.9,54.0,6.73,6.66,4.08,7520
14293,0.3,Ideal,F,VS2,61.9,55.0,4.32,4.31,2.67,776
14616,0.38,Ideal,D,VS1,61.8,54.0,4.67,4.71,2.9,983
22511,0.3,Ideal,I,SI2,61.9,56.0,4.3,4.32,2.67,367
20,0.54,Premium,G,VS2,60.0,59.0,5.42,5.22,3.19,1637
2493,2.01,Very Good,D,SI2,58.3,63.0,8.28,8.25,4.82,12639
2211,2.44,Very Good,J,SI1,62.9,53.0,8.58,8.62,5.41,17472
13830,0.71,Very Good,I,VS1,63.1,57.0,5.68,5.58,3.55,2202
25917,0.9,Premium,F,SI2,61.6,58.0,6.23,6.15,3.81,3457
14728,0.51,Good,G,SI1,63.1,64.0,5.08,5.03,3.19,1107
24432,1.16,Premium,F,SI2,61.9,59.0,6.71,6.66,4.14,4476
22493,1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,8359
6147,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2921
22726,0.51,Ideal,G,VVS1,61.6,56.0,5.12,5.16,3.17,1933
20049,0.91,Very Good,D,SI1,63.0,59.0,6.11,6.15,3.86,4429
6673,0.91,Ideal,I,SI2,63.0,54.0,6.17,6.12,3.86,2976
4959,1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83,14949
7514,0.31,Ideal,D,VS2,61.2,55.0,4.39,4.37,2.68,942
14328,1.0,Very Good,F,VS2,61.1,60.0,6.36,6.43,3.91,6619
26593,0.73,Very Good,I,VVS1,61.9,57.0,5.75,5.79,3.57,2623
26290,1.02,Premium,F,SI1,61.0,59.0,6.58,6.47,3.98,5455
11374,1.22,Ideal,G,VS1,61.3,56.0,6.93,6.88,4.23,8313
16864,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,846
11777,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1250
23545,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,888
20605,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,5026
849,0.91,Premium,F,SI2,58.2,61.0,6.58,6.41,3.77,3746
2011,1.16,Premium,G,SI2,62.0,59.0,6.74,6.62,4.14,4320
5449,0.7,Ideal,G,SI2,,55.0,5.66,5.72,3.55,2232
18869,0.32,Ideal,D,VS2,61.7,55.0,4.39,4.42,2.72,1066
26493,0.4,Good,I,VVS2,59.7,62.0,4.75,4.79,2.85,750
4972,0.61,Ideal,E,SI2,62.0,54.0,5.46,5.48,3.39,1368
18389,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,828
16164,0.32,Very Good,F,VVS2,61.8,60.0,4.36,4.41,2.71,786
16990,1.25,Very Good,J,VS1,60.4,60.0,6.99,7.08,4.25,5628
22323,2.05,Premium,I,SI2,62.0,58.0,8.13,8.08,5.02,9850
23224,1.02,Ideal,H,SI2,62.5,53.0,6.43,6.47,4.03,4918
17380,1.0,Good,J,SI1,63.9,60.0,6.26,6.19,3.98,3679
15420,0.8,Very Good,I,SI1,61.9,56.0,5.94,5.98,3.69,2473
17007,1.0,Good,D,VS2,62.1,64.0,6.38,6.35,3.95,5174
22869,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2821
18074,0.81,Good,D,SI2,63.8,55.0,5.91,5.89,3.77,2604
8515,0.34,Ideal,G,VVS1,62.1,53.0,4.49,4.53,2.8,863
11025,0.34,Ideal,I,IF,62.2,53.5,4.5,4.52,2.8,668
15927,0.43,Premium,G,VS2,60.8,59.0,4.86,4.91,2.97,867
18033,1.01,Premium,F,VS2,59.2,60.0,6.51,6.54,3.86,6416
3836,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15829
15093,0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,591
26809,0.73,Ideal,I,VS2,61.3,56.0,5.8,5.84,3.57,2756
23154,0.73,Ideal,E,SI2,61.0,57.0,5.81,5.87,3.56,2434
26933,0.31,Ideal,E,VVS1,61.1,56.0,4.36,4.38,2.67,863
7146,0.38,Ideal,E,SI1,60.7,56.0,4.69,4.73,2.86,680
24478,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,827
3724,1.31,Premium,E,SI2,61.2,60.0,7.02,6.93,4.27,5176
9004,0.37,Premium,E,SI1,60.6,54.0,4.68,4.63,2.82,833
7137,1.0,Premium,F,I1,62.4,59.0,6.38,6.34,3.97,3405
4444,1.06,Ideal,G,VVS1,61.6,57.0,6.53,6.55,4.03,8488
1088,2.29,Premium,H,VS2,61.6,60.0,8.45,8.43,5.2,17539
8989,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,17392
20907,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,1050
25273,2.02,Very Good,F,SI1,62.7,59.0,7.97,8.03,5.02,17530
1876,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47,2312
6637,0.29,Ideal,D,VVS2,62.8,56.0,4.23,4.3,2.68,664
24731,0.52,Ideal,F,IF,62.2,55.0,5.14,5.18,3.21,2783
12265,0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,924
1723,1.08,Very Good,H,VS2,62.2,57.0,6.5,6.55,4.06,5155
19970,1.06,Premium,F,SI2,62.6,59.0,6.47,6.51,4.06,3831
19333,0.7,Good,G,VS1,63.5,61.0,5.6,5.64,3.57,2577
11187,1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,4763
12968,0.53,Good,E,SI2,63.2,54.0,5.16,5.19,3.27,1141
26207,1.21,Good,J,SI2,60.4,56.0,6.84,6.93,4.16,4559
17164,1.04,Very Good,F,SI2,63.1,60.0,6.42,6.35,4.03,4508
22528,1.22,Premium,I,VS1,61.1,58.0,6.91,6.84,4.2,6121
22412,1.51,Premium,J,VS1,62.1,58.0,7.36,7.4,4.58,8371
3288,0.3,Very Good,E,SI2,61.7,61.0,4.28,4.31,2.65,421
13625,0.31,Ideal,D,SI1,61.7,57.0,4.34,4.38,2.69,571
1741,0.5,Premium,E,VS2,61.8,59.0,5.12,5.08,3.15,1629
407,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399
20658,0.87,Ideal,H,SI1,62.5,57.0,6.13,6.06,3.81,2923
25785,0.76,Very Good,E,VS1,62.1,58.0,5.84,5.89,3.64,3415
22512,0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,1761
18007,0.52,Very Good,E,SI1,60.8,56.0,5.17,5.2,3.15,1343
9858,1.04,Very Good,E,SI1,63.5,56.0,6.41,6.37,4.06,5381
8290,0.36,Ideal,F,IF,60.3,57.0,4.61,4.65,2.79,1063
12718,0.32,Very Good,H,VVS1,61.7,56.0,4.4,4.43,2.72,672
23869,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,878
23677,0.52,Premium,G,SI2,59.2,60.0,5.29,5.21,3.11,1121
7156,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2057
19901,0.3,Ideal,F,VS2,62.5,53.3,4.28,4.31,2.69,601
16858,0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,1793
24103,1.1,Premium,I,SI2,62.6,59.0,6.57,6.53,4.1,4269
21395,0.31,Very Good,G,VS1,63.3,56.0,4.33,4.29,2.73,802
23261,0.53,Premium,G,VVS2,60.8,58.0,5.25,5.18,3.17,1914
19017,0.24,Very Good,E,VVS1,60.4,62.0,3.99,4.02,2.42,485
1103,0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,1274
4902,1.1,Premium,I,SI1,61.2,61.0,6.66,6.61,4.01,4725
24280,0.58,Ideal,E,VVS2,61.8,57.0,5.37,5.4,3.33,2694
12292,1.15,Premium,D,SI1,61.1,53.0,6.83,6.76,4.15,7213
9404,1.73,Premium,I,SI1,61.2,60.0,7.67,7.65,4.69,10957
22473,0.31,Premium,G,VS1,,58.0,4.31,4.36,2.69,542
23083,0.7,Good,I,SI1,64.3,57.0,5.63,5.59,3.61,2142
9420,0.28,Very Good,D,VVS2,62.2,59.0,4.18,4.21,2.61,642
14651,1.2,Very Good,G,VS2,62.2,58.0,6.75,6.79,4.21,8124
11916,0.31,Premium,F,VVS1,59.4,58.0,4.41,4.45,2.63,766
3693,0.6,Fair,F,VVS2,60.1,66.0,5.48,5.44,3.28,2484
26026,2.14,Premium,J,SI2,58.4,58.0,8.52,8.5,4.97,10306
19501,0.46,Ideal,G,IF,62.5,57.0,4.89,4.94,3.07,1441
25526,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,2950
8024,0.3,Very Good,I,SI1,62.2,57.0,4.25,4.27,2.65,394
16893,2.02,Fair,H,SI1,56.2,61.0,8.8,8.33,4.81,15695
23332,0.91,Very Good,F,SI1,60.4,59.0,6.22,6.26,3.77,4437
7689,1.5,Very Good,J,SI1,62.5,58.0,7.24,7.29,4.54,6987
24141,0.36,Ideal,E,SI1,61.4,57.0,4.56,4.59,2.81,631
24903,1.29,Ideal,D,I1,61.3,56.0,7.05,6.99,4.3,5158
18395,0.31,Ideal,D,VS2,62.1,54.0,4.4,4.36,2.72,804
24206,2.22,Good,I,SI1,57.8,58.0,8.58,8.54,4.95,17151
9894,1.2,Premium,F,VS1,61.8,59.0,6.79,6.76,4.19,8669
419,1.51,Ideal,F,VS2,62.2,53.0,7.35,7.31,4.56,13771
21880,1.15,Very Good,G,VVS2,63.2,58.0,6.68,6.61,4.2,9068
15517,0.39,Ideal,F,VS1,60.9,56.0,4.75,4.68,2.87,956
13372,0.32,Ideal,H,VVS2,61.4,54.0,4.4,4.43,2.71,628
18373,0.56,Ideal,G,IF,62.0,54.0,5.3,5.32,3.29,2321
20128,0.62,Premium,G,VS2,60.2,60.0,5.58,5.52,3.34,1841
3162,1.0,Very Good,D,VVS2,59.9,61.0,6.42,6.5,3.87,9740
24079,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48,2316
13498,1.7,Ideal,E,SI2,59.6,59.0,7.73,7.83,4.64,11924
17507,1.14,Fair,G,VS1,57.5,67.0,0.0,0.0,0.0,6381
2415,1.71,Very Good,H,VS2,58.8,60.0,7.8,7.85,4.6,12493
6253,0.32,Ideal,G,VS1,61.2,56.0,4.39,4.43,2.7,645
25292,1.23,Ideal,I,VS1,,57.0,6.88,6.9,4.21,7881
8151,0.83,Ideal,I,VS2,62.9,56.0,5.98,5.94,3.75,2201
14568,1.21,Very Good,G,VVS2,60.4,56.0,6.88,6.92,4.17,9484
26418,0.3,Ideal,G,VS1,61.1,56.0,4.36,4.35,2.66,673
23883,1.05,Premium,H,VS2,59.0,59.0,6.71,6.68,3.95,5468
26542,0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67,988
16863,0.3,Premium,E,VS2,61.9,61.0,4.32,4.28,2.66,844
262,0.71,Premium,D,VS2,58.7,61.0,5.88,5.85,3.44,2968
7649,1.01,Ideal,I,VS1,62.8,57.0,6.42,6.38,4.02,3991
19390,0.62,Ideal,H,SI1,61.4,56.0,5.51,5.49,3.38,1618
20293,0.4,Ideal,G,SI1,61.8,57.0,4.74,4.78,2.94,873
12686,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,1110
12727,0.37,Very Good,E,VS2,58.9,61.0,4.66,4.68,2.75,811
5073,0.36,Very Good,E,VS2,62.9,56.0,4.52,4.54,2.85,631
3362,0.31,Premium,D,VS1,59.6,58.0,4.41,4.38,2.62,877
2630,1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,3412
6290,0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,1061
24392,0.35,Ideal,D,SI2,62.4,55.0,4.53,4.54,2.83,522
26163,1.27,Premium,G,VS2,61.0,60.0,6.97,6.93,4.24,8705
18626,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,828
22748,0.41,Very Good,E,SI1,62.8,57.0,4.71,4.75,2.97,705
15765,0.91,Premium,H,VS1,59.2,62.0,6.2,6.14,3.65,3881
